,date,hora,Year,DOY,Hour,Minute,Lat,Lon,AOD_Type,AOD_047,AOD_055,AOD_Uncertainty,QA_AOD,timestamp
699,2017166,1720,2017,166,17,20,NA,NA,T,NA,NA,NA,NA,20171661720
700,2017166,1855,2017,166,18,55,34.27083333,-118.2812213,T,0.07167,0.05198,0.0409,0,20171661855
701,2017166,2030,2017,166,20,30,NA,NA,T,NA,NA,NA,NA,20171662030
702,2017166,2035,2017,166,20,35,34.27083333,-118.2812213,A,0.10372,0.07532,0.021,0,20171662035
703,2017166,2210,2017,166,22,10,NA,NA,A,NA,NA,NA,NA,20171662210
704,2017167,1800,2017,167,18,0,34.27083333,-118.2812213,T,0.11144,0.08093,0.0163,0,20171671800
705,2017167,1935,2017,167,19,35,NA,NA,A,NA,NA,NA,NA,20171671935
706,2017167,1940,2017,167,19,40,NA,NA,T,NA,NA,NA,NA,20171671940
707,2017167,2115,2017,167,21,15,34.27083333,-118.2812213,A,0.11147,0.08096,0.0369,0,20171672115
708,2017168,1705,2017,168,17,5,NA,NA,T,NA,NA,NA,NA,20171681705
709,2017168,1845,2017,168,18,45,34.27083333,-118.2812213,T,0.08752,0.06353,0.0462,0,20171681845
710,2017168,2020,2017,168,20,20,34.27083333,-118.2812213,A,0.11962,0.0869,0.0143,0,20171682020
711,2017168,2020,2017,168,20,20,NA,NA,T,NA,NA,NA,NA,20171682020
712,2017168,2200,2017,168,22,0,NA,NA,A,NA,NA,NA,NA,20171682200
713,2017169,1750,2017,169,17,50,NA,NA,T,NA,NA,NA,NA,20171691750
714,2017169,1925,2017,169,19,25,NA,NA,A,NA,NA,NA,NA,20171691925
715,2017169,1925,2017,169,19,25,34.27083333,-118.2812213,T,0.15689,0.11407,0.0147,0,20171691925
716,2017169,2105,2017,169,21,5,34.27083333,-118.2711372,A,0.14854,0.10806,0.0441,0,20171692105
717,2017170,1830,2017,170,18,30,34.27083333,-118.2812213,T,0.14647,0.10654,0.0368,0,20171701830
718,2017170,2010,2017,170,20,10,NA,NA,A,NA,NA,NA,NA,20171702010
719,2017170,2010,2017,170,20,10,NA,NA,T,NA,NA,NA,NA,20171702010
720,2017170,2150,2017,170,21,50,34.27083333,-118.2812213,A,0.19632,0.14305,0.0166,0,20171702150
721,2017171,1735,2017,171,17,35,NA,NA,T,NA,NA,NA,NA,20171711735
722,2017171,1915,2017,171,19,15,34.27083333,-118.2812213,T,0.11578,0.08409,0.0218,0,20171711915
723,2017171,2055,2017,171,20,55,34.27083333,-118.2812213,A,0.1322,0.0961,0.0393,0,20171712055
724,2017171,2230,2017,171,22,30,NA,NA,A,NA,NA,NA,NA,20171712230
725,2017172,1820,2017,172,18,20,34.27083333,-118.2812213,T,0.17599,0.12817,0.0276,0,20171721820
726,2017172,1955,2017,172,19,55,NA,NA,A,NA,NA,NA,NA,20171721955
727,2017172,1955,2017,172,19,55,NA,NA,T,NA,NA,NA,NA,20171721955
728,2017172,2135,2017,172,21,35,34.27083333,-118.2812213,A,0.1571,0.11434,0.0236,0,20171722135
729,2017173,1725,2017,173,17,25,NA,NA,T,NA,NA,NA,NA,20171731725
730,2017173,1905,2017,173,19,5,34.27083333,-118.2812213,T,0.27455,0.20073,0.0331,0,20171731905
731,2017173,2040,2017,173,20,40,34.27083333,-118.2812213,A,0.26709,0.19519,0.0259,0,20171732040
732,2017173,2220,2017,173,22,20,NA,NA,A,NA,NA,NA,NA,20171732220
733,2017174,1810,2017,174,18,10,34.27083333,-118.2812213,T,0.30668,0.2246,0.0196,0,20171741810
734,2017174,1945,2017,174,19,45,NA,NA,A,NA,NA,NA,NA,20171741945
735,2017174,1945,2017,174,19,45,NA,NA,T,NA,NA,NA,NA,20171741945
736,2017174,2125,2017,174,21,25,34.27083333,-118.2812213,A,0.27058,0.1978,0.0321,0,20171742125
737,2017175,1710,2017,175,17,10,NA,NA,T,NA,NA,NA,NA,20171751710
738,2017175,1850,2017,175,18,50,34.27083333,-118.240885,T,0.24348,0.17774,0.0411,0,20171751850
739,2017175,2025,2017,175,20,25,NA,NA,T,NA,NA,NA,NA,20171752025
740,2017175,2030,2017,175,20,30,34.27083333,-118.2509691,A,0.30421,0.22261,0.0167,0,20171752030
741,2017175,2205,2017,175,22,5,NA,NA,A,NA,NA,NA,NA,20171752205
742,2017176,1755,2017,176,17,55,34.27083333,-118.2812213,T,0.15245,0.11088,0.0135,0,20171761755
743,2017176,1930,2017,176,19,30,NA,NA,A,NA,NA,NA,NA,20171761930
744,2017176,1935,2017,176,19,35,34.27083333,-118.2812213,T,0.11049,0.08023,0.0124,0,20171761935
745,2017176,2110,2017,176,21,10,34.27083333,-118.2812213,A,0.12894,0.09373,0.0418,0,20171762110
746,2017177,1700,2017,177,17,0,NA,NA,T,NA,NA,NA,NA,20171771700
747,2017177,1840,2017,177,18,40,34.27083333,-118.2812213,T,0.11625,0.08447,0.0417,0,20171771840
748,2017177,2015,2017,177,20,15,34.27083333,-118.2812213,A,0.12288,0.08928,0.0122,0,20171772015
749,2017177,2015,2017,177,20,15,NA,NA,T,NA,NA,NA,NA,20171772015
750,2017177,2155,2017,177,21,55,34.27083333,-118.2812213,A,0.10439,0.07579,0.0139,0,20171772155
751,2017178,1745,2017,178,17,45,NA,NA,T,NA,NA,NA,NA,20171781745
752,2017178,1920,2017,178,19,20,34.27083333,-118.2812213,T,0.02768,0.01998,0.0172,0,20171781920
753,2017178,2100,2017,178,21,0,34.27083333,-118.2812213,A,0.04812,0.03485,0.0419,0,20171782100
754,2017178,2235,2017,178,22,35,NA,NA,A,NA,NA,NA,NA,20171782235
755,2017179,1825,2017,179,18,25,34.27083333,-118.2812213,T,0.12475,0.09066,0.0315,0,20171791825
756,2017179,2005,2017,179,20,5,NA,NA,A,NA,NA,NA,NA,20171792005
757,2017179,2005,2017,179,20,5,NA,NA,T,NA,NA,NA,NA,20171792005
758,2017179,2140,2017,179,21,40,34.27083333,-118.2812213,A,0.11668,0.08477,0.0197,0,20171792140
759,2017180,1730,2017,180,17,30,NA,NA,T,NA,NA,NA,NA,20171801730
760,2017180,1910,2017,180,19,10,34.27083333,-118.2812213,T,0.29434,0.21546,0.0264,0,20171801910
761,2017180,2045,2017,180,20,45,34.27083333,-118.2812213,A,0.29417,0.21522,0.0322,0,20171802045
762,2017180,2225,2017,180,22,25,NA,NA,A,NA,NA,NA,NA,20171802225
763,2017181,1815,2017,181,18,15,34.27083333,-118.2812213,T,0.26799,0.19593,0.0232,0,20171811815
764,2017181,1950,2017,181,19,50,NA,NA,A,NA,NA,NA,NA,20171811950
765,2017181,1950,2017,181,19,50,NA,NA,T,NA,NA,NA,NA,20171811950
766,2017181,2130,2017,181,21,30,34.27083333,-118.2812213,A,0.23113,0.16865,0.0278,0,20171812130
767,2017182,1720,2017,182,17,20,NA,NA,T,NA,NA,NA,NA,20171821720
768,2017182,1855,2017,182,18,55,34.27083333,-118.2812213,T,0.32103,0.23536,0.0398,0,20171821855
769,2017182,2030,2017,182,20,30,NA,NA,T,NA,NA,NA,NA,20171822030
770,2017182,2035,2017,182,20,35,34.27083333,-118.2812213,A,0.29944,0.21922,0.0211,0,20171822035
771,2017182,2210,2017,182,22,10,NA,NA,A,NA,NA,NA,NA,20171822210
1,2017183,1800,2017,183,18,0,34.27083333,-118.2812213,T,0.26377,0.19282,0.0165,0,20171831800
2,2017183,1935,2017,183,19,35,NA,NA,A,NA,NA,NA,NA,20171831935
3,2017183,1940,2017,183,19,40,NA,NA,T,NA,NA,NA,NA,20171831940
4,2017183,2115,2017,183,21,15,34.27083333,-118.2812213,A,0.12254,0.08909,0.0379,0,20171832115
5,2017184,1705,2017,184,17,5,NA,NA,T,NA,NA,NA,NA,20171841705
6,2017184,1845,2017,184,18,45,34.27083333,-118.2812213,T,0.11355,0.08248,0.0433,0,20171841845
7,2017184,2020,2017,184,20,20,34.27083333,-118.2812213,A,0.0892,0.06473,0.0144,0,20171842020
8,2017184,2020,2017,184,20,20,NA,NA,T,NA,NA,NA,NA,20171842020
9,2017184,2200,2017,184,22,0,NA,NA,A,NA,NA,NA,NA,20171842200
10,2017185,1750,2017,185,17,50,NA,NA,T,NA,NA,NA,NA,20171851750
11,2017185,1925,2017,185,19,25,NA,NA,A,NA,NA,NA,NA,20171851925
12,2017185,1925,2017,185,19,25,34.27083333,-118.2812213,T,0.12884,0.09364,0.0145,0,20171851925
13,2017185,2105,2017,185,21,5,34.27083333,-118.2812213,A,0.146,0.1062,0.0443,0,20171852105
14,2017186,1830,2017,186,18,30,34.27083333,-118.2812213,T,0.1497,0.10898,0.0372,0,20171861830
15,2017186,2010,2017,186,20,10,NA,NA,A,NA,NA,NA,NA,20171862010
16,2017186,2010,2017,186,20,10,NA,NA,T,NA,NA,NA,NA,20171862010
17,2017186,2150,2017,186,21,50,34.27083333,-118.2812213,A,0.37097,0.27212,0.0168,0,20171862150
18,2017187,1735,2017,187,17,35,NA,NA,T,NA,NA,NA,NA,20171871735
19,2017187,1915,2017,187,19,15,34.27083333,-118.2812213,T,0.26365,0.1925,0.0213,0,20171871915
20,2017187,2055,2017,187,20,55,34.27083333,-118.2812213,A,0.27956,0.2043,0.0393,0,20171872055
21,2017187,2230,2017,187,22,30,NA,NA,A,NA,NA,NA,NA,20171872230
22,2017188,1820,2017,188,18,20,34.27083333,-118.2812213,T,0.1853,0.13495,0.0276,0,20171881820
23,2017188,1955,2017,188,19,55,NA,NA,A,NA,NA,NA,NA,20171881955
24,2017188,1955,2017,188,19,55,NA,NA,T,NA,NA,NA,NA,20171881955
25,2017188,2135,2017,188,21,35,34.27083333,-118.2812213,A,0.248,0.18107,0.024,0,20171882135
26,2017189,1725,2017,189,17,25,NA,NA,T,NA,NA,NA,NA,20171891725
27,2017189,1905,2017,189,19,5,34.27083333,-118.2812213,T,0.26474,0.19336,0.0324,0,20171891905
28,2017189,2040,2017,189,20,40,34.27083333,-118.2711372,A,0.3078,0.22523,0.0253,0,20171892040
29,2017189,2220,2017,189,22,20,NA,NA,A,NA,NA,NA,NA,20171892220
30,2017190,1810,2017,190,18,10,34.27083333,-118.2812213,T,0.30667,0.22439,0.0198,0,20171901810
31,2017190,1945,2017,190,19,45,NA,NA,A,NA,NA,NA,NA,20171901945
32,2017190,1945,2017,190,19,45,NA,NA,T,NA,NA,NA,NA,20171901945
33,2017190,2125,2017,190,21,25,34.27083333,-118.0694556,A,0.34799,0.25509,0.0297,0,20171902125
34,2017191,1710,2017,191,17,10,NA,NA,T,NA,NA,NA,NA,20171911710
35,2017191,1850,2017,191,18,50,34.27083333,-118.2812213,T,0.15827,0.11518,0.0423,0,20171911850
36,2017191,2025,2017,191,20,25,NA,NA,T,NA,NA,NA,NA,20171912025
37,2017191,2030,2017,191,20,30,34.27083333,-118.2812213,A,0.21658,0.15796,0.0173,0,20171912030
38,2017191,2205,2017,191,22,5,NA,NA,A,NA,NA,NA,NA,20171912205
39,2017192,1755,2017,192,17,55,34.27083333,-118.2812213,T,0.21604,0.15755,0.014,0,20171921755
40,2017192,1930,2017,192,19,30,NA,NA,A,NA,NA,NA,NA,20171921930
41,2017192,1935,2017,192,19,35,34.27083333,-118.2812213,T,0.27779,0.20299,0.0121,0,20171921935
42,2017192,2110,2017,192,21,10,34.27083333,-118.2812213,A,0.16049,0.11681,0.0418,0,20171922110
43,2017193,1700,2017,193,17,0,NA,NA,T,NA,NA,NA,NA,20171931700
44,2017193,1840,2017,193,18,40,34.27083333,-118.2812213,T,0.18681,0.13612,0.0413,0,20171931840
45,2017193,2015,2017,193,20,15,34.27083333,-118.2812213,A,0.32833,0.24048,0.0123,0,20171932015
46,2017193,2015,2017,193,20,15,NA,NA,T,NA,NA,NA,NA,20171932015
47,2017193,2155,2017,193,21,55,34.27083333,-118.2812213,A,0.20231,0.14745,0.0143,0,20171932155
48,2017194,1745,2017,194,17,45,NA,NA,T,NA,NA,NA,NA,20171941745
49,2017194,1920,2017,194,19,20,34.27083333,-118.1299601,T,0.23786,0.17364,0.0167,0,20171941920
50,2017194,2100,2017,194,21,0,34.27083333,-118.1501283,A,0.31839,0.23312,0.0412,0,20171942100
51,2017194,2235,2017,194,22,35,NA,NA,A,NA,NA,NA,NA,20171942235
52,2017195,1825,2017,195,18,25,34.27083333,-118.2812213,T,0.14606,0.10624,0.0318,0,20171951825
53,2017195,2005,2017,195,20,5,NA,NA,A,NA,NA,NA,NA,20171952005
54,2017195,2005,2017,195,20,5,NA,NA,T,NA,NA,NA,NA,20171952005
55,2017195,2140,2017,195,21,40,34.27083333,-118.2812213,A,0.18219,0.13273,0.0203,0,20171952140
56,2017196,1730,2017,196,17,30,NA,NA,T,NA,NA,NA,NA,20171961730
57,2017196,1910,2017,196,19,10,34.27083333,-118.2812213,T,0.20654,0.15057,0.0257,0,20171961910
58,2017196,2045,2017,196,20,45,34.27083333,-117.9786989,A,0.248,0.18117,0.0322,0,20171962045
59,2017196,2225,2017,196,22,25,NA,NA,A,NA,NA,NA,NA,20171962225
60,2017197,1815,2017,197,18,15,34.24583333,-117.9839674,T,0.38579,0.28316,0.0225,0,20171971815
61,2017197,1950,2017,197,19,50,NA,NA,A,NA,NA,NA,NA,20171971950
62,2017197,1950,2017,197,19,50,NA,NA,T,NA,NA,NA,NA,20171971950
63,2017197,2130,2017,197,21,30,34.27083333,-118.2812213,A,0.37367,0.27411,0.0283,0,20171972130
64,2017198,1720,2017,198,17,20,NA,NA,T,NA,NA,NA,NA,20171981720
65,2017198,1855,2017,198,18,55,34.27083333,-118.2812213,T,0.28949,0.21171,0.0389,0,20171981855
66,2017198,2035,2017,198,20,35,34.27083333,-118.2812213,A,0.32009,0.2344,0.0209,0,20171982035
67,2017198,2035,2017,198,20,35,NA,NA,T,NA,NA,NA,NA,20171982035
68,2017198,2210,2017,198,22,10,NA,NA,A,NA,NA,NA,NA,20171982210
69,2017199,1800,2017,199,18,0,34.27083333,-118.2812213,T,0.1676,0.12195,0.0166,0,20171991800
70,2017199,1935,2017,199,19,35,NA,NA,A,NA,NA,NA,NA,20171991935
71,2017199,1940,2017,199,19,40,NA,NA,T,NA,NA,NA,NA,20171991940
72,2017199,2115,2017,199,21,15,34.27083333,-118.2812213,A,0.18844,0.13731,0.0376,0,20171992115
73,2017200,1705,2017,200,17,5,NA,NA,T,NA,NA,NA,NA,20172001705
74,2017200,1845,2017,200,18,45,34.27083333,-118.2812213,T,0.18384,0.13388,0.0432,0,20172001845
75,2017200,2020,2017,200,20,20,34.27083333,-118.2812213,A,0.24172,0.17641,0.0143,0,20172002020
76,2017200,2020,2017,200,20,20,NA,NA,T,NA,NA,NA,NA,20172002020
77,2017200,2200,2017,200,22,0,NA,NA,A,NA,NA,NA,NA,20172002200
78,2017201,1750,2017,201,17,50,NA,NA,T,NA,NA,NA,NA,20172011750
79,2017201,1925,2017,201,19,25,NA,NA,A,NA,NA,NA,NA,20172011925
80,2017201,1925,2017,201,19,25,34.27083333,-118.2812213,T,0.09687,0.07031,0.014,0,20172011925
81,2017201,2105,2017,201,21,5,34.27083333,-118.2812213,A,0.11262,0.08182,0.0435,0,20172012105
82,2017202,1830,2017,202,18,30,34.27083333,-118.2812213,T,0.12733,0.09254,0.037,0,20172021830
83,2017202,2010,2017,202,20,10,NA,NA,A,NA,NA,NA,NA,20172022010
84,2017202,2010,2017,202,20,10,NA,NA,T,NA,NA,NA,NA,20172022010
85,2017202,2150,2017,202,21,50,34.27083333,-118.2812213,A,0.14274,0.10378,0.0169,0,20172022150
86,2017203,1735,2017,203,17,35,NA,NA,T,NA,NA,NA,NA,20172031735
87,2017203,1915,2017,203,19,15,34.27083333,-118.2812213,T,0.1279,0.09295,0.0204,0,20172031915
88,2017203,2055,2017,203,20,55,34.27083333,-118.2812213,A,0.16514,0.12025,0.0389,0,20172032055
89,2017203,2230,2017,203,22,30,NA,NA,A,NA,NA,NA,NA,20172032230
90,2017204,1820,2017,204,18,20,34.27083333,-118.2812213,T,0.22564,0.16467,0.0274,0,20172041820
91,2017204,1955,2017,204,19,55,NA,NA,A,NA,NA,NA,NA,20172041955
92,2017204,1955,2017,204,19,55,NA,NA,T,NA,NA,NA,NA,20172041955
93,2017204,2135,2017,204,21,35,34.27083333,-118.2812213,A,0.24032,0.1754,0.024,0,20172042135
94,2017205,1725,2017,205,17,25,NA,NA,T,NA,NA,NA,NA,20172051725
95,2017205,1905,2017,205,19,5,NA,NA,T,NA,NA,NA,NA,20172051905
96,2017205,2040,2017,205,20,40,NA,NA,A,NA,NA,NA,NA,20172052040
97,2017205,2220,2017,205,22,20,NA,NA,A,NA,NA,NA,NA,20172052220
98,2017206,1810,2017,206,18,10,NA,NA,T,NA,NA,NA,NA,20172061810
99,2017206,1945,2017,206,19,45,NA,NA,A,NA,NA,NA,NA,20172061945
100,2017206,1945,2017,206,19,45,NA,NA,T,NA,NA,NA,NA,20172061945
101,2017206,2125,2017,206,21,25,NA,NA,A,NA,NA,NA,NA,20172062125
102,2017207,1715,2017,207,17,15,NA,NA,T,NA,NA,NA,NA,20172071715
103,2017207,1850,2017,207,18,50,34.27083333,-118.2812213,T,0.11694,0.08497,0.0418,0,20172071850
104,2017207,2025,2017,207,20,25,NA,NA,T,NA,NA,NA,NA,20172072025
105,2017207,2030,2017,207,20,30,34.27083333,-118.2812213,A,0.15785,0.1148,0.0167,0,20172072030
106,2017207,2205,2017,207,22,5,NA,NA,A,NA,NA,NA,NA,20172072205
107,2017208,1755,2017,208,17,55,34.27083333,-118.2812213,T,0.12537,0.09111,0.0138,0,20172081755
108,2017208,1930,2017,208,19,30,NA,NA,A,NA,NA,NA,NA,20172081930
109,2017208,1935,2017,208,19,35,34.27083333,-118.2812213,T,0.10151,0.07368,0.0114,0,20172081935
110,2017208,2110,2017,208,21,10,34.27083333,-118.2812213,A,0.20594,0.15,0.042,0,20172082110
111,2017209,1700,2017,209,17,0,NA,NA,T,NA,NA,NA,NA,20172091700
112,2017209,1840,2017,209,18,40,34.27083333,-118.2812213,T,0.13358,0.09712,0.0415,0,20172091840
113,2017209,2015,2017,209,20,15,34.27083333,-118.2812213,A,0.11437,0.08309,0.0117,0,20172092015
114,2017209,2015,2017,209,20,15,NA,NA,T,NA,NA,NA,NA,20172092015
115,2017209,2155,2017,209,21,55,34.27083333,-118.2812213,A,0.15077,0.10972,0.014,0,20172092155
116,2017210,1745,2017,210,17,45,NA,NA,T,NA,NA,NA,NA,20172101745
117,2017210,1920,2017,210,19,20,34.27083333,-118.2812213,T,0.10694,0.07768,0.0159,0,20172101920
118,2017210,2100,2017,210,21,0,34.27083333,-118.2812213,A,0.11994,0.08716,0.0406,0,20172102100
119,2017210,2235,2017,210,22,35,NA,NA,A,NA,NA,NA,NA,20172102235
120,2017211,1825,2017,211,18,25,34.27083333,-118.2812213,T,0.17354,0.12639,0.0314,0,20172111825
121,2017211,2005,2017,211,20,5,NA,NA,A,NA,NA,NA,NA,20172112005
122,2017211,2005,2017,211,20,5,NA,NA,T,NA,NA,NA,NA,20172112005
123,2017211,2140,2017,211,21,40,34.27083333,-118.2812213,A,0.22063,0.161,0.0198,0,20172112140
124,2017212,1730,2017,212,17,30,NA,NA,T,NA,NA,NA,NA,20172121730
125,2017212,1910,2017,212,19,10,34.27083333,-118.2812213,T,0.20606,0.15022,0.0244,0,20172121910
126,2017212,2045,2017,212,20,45,34.27083333,-118.2812213,A,0.26527,0.19383,0.0307,0,20172122045
127,2017212,2225,2017,212,22,25,NA,NA,A,NA,NA,NA,NA,20172122225
128,2017213,1815,2017,213,18,15,34.27083333,-117.988783,T,0.16915,0.12312,0.0228,0,20172131815
129,2017213,1950,2017,213,19,50,NA,NA,A,NA,NA,NA,NA,20172131950
130,2017213,1950,2017,213,19,50,NA,NA,T,NA,NA,NA,NA,20172131950
131,2017213,2130,2017,213,21,30,34.27083333,-118.0089511,A,0.2347,0.17133,0.0255,0,20172132130
132,2017214,1720,2017,214,17,20,NA,NA,T,NA,NA,NA,NA,20172141720
133,2017214,1855,2017,214,18,55,NA,NA,T,NA,NA,NA,NA,20172141855
134,2017214,2035,2017,214,20,35,NA,NA,A,NA,NA,NA,NA,20172142035
135,2017214,2035,2017,214,20,35,NA,NA,T,NA,NA,NA,NA,20172142035
136,2017214,2210,2017,214,22,10,NA,NA,A,NA,NA,NA,NA,20172142210
137,2017215,1800,2017,215,18,0,NA,NA,T,NA,NA,NA,NA,20172151800
138,2017215,1935,2017,215,19,35,NA,NA,A,NA,NA,NA,NA,20172151935
139,2017215,1940,2017,215,19,40,NA,NA,T,NA,NA,NA,NA,20172151940
140,2017215,2115,2017,215,21,15,34.24583333,-118.2662378,A,0.23361,0.17056,0.0433,0,20172152115
141,2017216,1705,2017,216,17,5,NA,NA,T,NA,NA,NA,NA,20172161705
142,2017216,1845,2017,216,18,45,34.27083333,-118.2812213,T,0.19773,0.14404,0.043,0,20172161845
143,2017216,2020,2017,216,20,20,34.27083333,-118.0997079,A,0.32074,0.23491,0.0133,0,20172162020
144,2017216,2020,2017,216,20,20,NA,NA,T,NA,NA,NA,NA,20172162020
145,2017216,2200,2017,216,22,0,NA,NA,A,NA,NA,NA,NA,20172162200
146,2017217,1750,2017,217,17,50,NA,NA,T,NA,NA,NA,NA,20172171750
147,2017217,1925,2017,217,19,25,NA,NA,A,NA,NA,NA,NA,20172171925
148,2017217,1925,2017,217,19,25,34.27083333,-118.2812213,T,0.24286,0.17722,0.0131,0,20172171925
149,2017217,2105,2017,217,21,5,34.27083333,-118.2812213,A,0.20895,0.15237,0.0432,0,20172172105
150,2017218,1655,2017,218,16,55,NA,NA,T,NA,NA,NA,NA,20172181655
151,2017218,1835,2017,218,18,35,34.27083333,-118.2812213,T,0.13527,0.09835,0.0368,0,20172181835
152,2017218,2010,2017,218,20,10,NA,NA,A,NA,NA,NA,NA,20172182010
153,2017218,2010,2017,218,20,10,NA,NA,T,NA,NA,NA,NA,20172182010
154,2017218,2150,2017,218,21,50,34.27083333,-118.2812213,A,0.21956,0.16015,0.0166,0,20172182150
155,2017219,1735,2017,219,17,35,NA,NA,T,NA,NA,NA,NA,20172191735
156,2017219,1915,2017,219,19,15,34.27083333,-118.2812213,T,0.12651,0.09191,0.0192,0,20172191915
157,2017219,2055,2017,219,20,55,34.27083333,-118.2812213,A,0.14571,0.10603,0.0368,0,20172192055
158,2017219,2230,2017,219,22,30,NA,NA,A,NA,NA,NA,NA,20172192230
159,2017220,1820,2017,220,18,20,34.27083333,-118.2812213,T,0.09559,0.06939,0.027,0,20172201820
160,2017220,1955,2017,220,19,55,NA,NA,A,NA,NA,NA,NA,20172201955
161,2017220,1955,2017,220,19,55,NA,NA,T,NA,NA,NA,NA,20172201955
162,2017220,2135,2017,220,21,35,34.27083333,-118.2812213,A,0.11086,0.08054,0.0234,0,20172202135
163,2017221,1725,2017,221,17,25,NA,NA,T,NA,NA,NA,NA,20172211725
164,2017221,1905,2017,221,19,5,34.27083333,-118.2812213,T,0.1136,0.08252,0.0294,0,20172211905
165,2017221,2040,2017,221,20,40,34.27083333,-118.2812213,A,0.1497,0.10887,0.0237,0,20172212040
166,2017221,2220,2017,221,22,20,NA,NA,A,NA,NA,NA,NA,20172212220
167,2017222,1810,2017,222,18,10,34.27083333,-118.2812213,T,0.14224,0.10349,0.0192,0,20172221810
168,2017222,1945,2017,222,19,45,NA,NA,A,NA,NA,NA,NA,20172221945
169,2017222,1945,2017,222,19,45,NA,NA,T,NA,NA,NA,NA,20172221945
170,2017222,2125,2017,222,21,25,34.27083333,-118.2812213,A,0.12826,0.09325,0.032,0,20172222125
171,2017223,1715,2017,223,17,15,NA,NA,T,NA,NA,NA,NA,20172231715
172,2017223,1850,2017,223,18,50,34.27083333,-118.2812213,T,0.11648,0.08462,0.0403,0,20172231850
173,2017223,2025,2017,223,20,25,NA,NA,T,NA,NA,NA,NA,20172232025
174,2017223,2030,2017,223,20,30,34.27083333,-118.2812213,A,0.15297,0.11123,0.0156,0,20172232030
175,2017223,2205,2017,223,22,5,NA,NA,A,NA,NA,NA,NA,20172232205
176,2017224,1755,2017,224,17,55,34.27083333,-118.2812213,T,0.14236,0.10361,0.0137,0,20172241755
177,2017224,1930,2017,224,19,30,NA,NA,A,NA,NA,NA,NA,20172241930
178,2017224,1935,2017,224,19,35,34.27083333,-118.2812213,T,0.10772,0.07822,0.0107,0,20172241935
179,2017224,2110,2017,224,21,10,34.27083333,-118.2812213,A,0.13059,0.09501,0.042,0,20172242110
180,2017225,1700,2017,225,17,0,NA,NA,T,NA,NA,NA,NA,20172251700
181,2017225,1840,2017,225,18,40,34.27083333,-118.2812213,T,0.16081,0.1171,0.0416,0,20172251840
182,2017225,2015,2017,225,20,15,34.27083333,-118.2812213,A,0.14955,0.10872,0.0107,0,20172252015
183,2017225,2015,2017,225,20,15,NA,NA,T,NA,NA,NA,NA,20172252015
184,2017225,2155,2017,225,21,55,34.27083333,-118.2812213,A,0.14154,0.10293,0.0135,0,20172252155
185,2017226,1745,2017,226,17,45,NA,NA,T,NA,NA,NA,NA,20172261745
186,2017226,1920,2017,226,19,20,34.27083333,-118.2812213,T,0.13298,0.09663,0.0152,0,20172261920
187,2017226,2100,2017,226,21,0,34.27083333,-118.2812213,A,0.13213,0.09607,0.0402,0,20172262100
188,2017226,2235,2017,226,22,35,NA,NA,A,NA,NA,NA,NA,20172262235
189,2017227,1825,2017,227,18,25,34.27083333,-118.0795397,T,0.27086,0.19764,0.0288,0,20172271825
190,2017227,2005,2017,227,20,5,NA,NA,A,NA,NA,NA,NA,20172272005
191,2017227,2005,2017,227,20,5,NA,NA,T,NA,NA,NA,NA,20172272005
192,2017227,2140,2017,227,21,40,34.27083333,-118.2005487,A,0.15553,0.11318,0.017,0,20172272140
193,2017228,1730,2017,228,17,30,NA,NA,T,NA,NA,NA,NA,20172281730
194,2017228,1910,2017,228,19,10,34.27083333,-118.2812213,T,0.15898,0.11571,0.0228,0,20172281910
195,2017228,2045,2017,228,20,45,34.27083333,-118.2812213,A,0.18106,0.13195,0.0286,0,20172282045
196,2017228,2225,2017,228,22,25,NA,NA,A,NA,NA,NA,NA,20172282225
197,2017229,1815,2017,229,18,15,34.27083333,-118.2812213,T,0.16274,0.11847,0.0224,0,20172291815
198,2017229,1950,2017,229,19,50,NA,NA,A,NA,NA,NA,NA,20172291950
199,2017229,1950,2017,229,19,50,NA,NA,T,NA,NA,NA,NA,20172291950
200,2017229,2130,2017,229,21,30,34.27083333,-118.2812213,A,0.19505,0.14216,0.0269,0,20172292130
201,2017230,1720,2017,230,17,20,NA,NA,T,NA,NA,NA,NA,20172301720
202,2017230,1855,2017,230,18,55,34.27083333,-118.2812213,T,0.13203,0.09598,0.0348,0,20172301855
203,2017230,2035,2017,230,20,35,34.27083333,-118.2812213,A,0.16343,0.11886,0.0183,0,20172302035
204,2017230,2035,2017,230,20,35,NA,NA,T,NA,NA,NA,NA,20172302035
205,2017230,2210,2017,230,22,10,NA,NA,A,NA,NA,NA,NA,20172302210
206,2017231,1800,2017,231,18,0,34.27083333,-118.2812213,T,0.16144,0.11748,0.0156,0,20172311800
207,2017231,1935,2017,231,19,35,NA,NA,A,NA,NA,NA,NA,20172311935
208,2017231,1940,2017,231,19,40,NA,NA,T,NA,NA,NA,NA,20172311940
209,2017231,2115,2017,231,21,15,34.27083333,-118.2812213,A,0.13917,0.10122,0.0363,0,20172312115
210,2017232,1705,2017,232,17,5,NA,NA,T,NA,NA,NA,NA,20172321705
211,2017232,1845,2017,232,18,45,34.27083333,-118.2812213,T,0.15697,0.1143,0.0412,0,20172321845
212,2017232,2020,2017,232,20,20,34.27083333,-118.2812213,A,0.13689,0.09949,0.0122,0,20172322020
213,2017232,2020,2017,232,20,20,NA,NA,T,NA,NA,NA,NA,20172322020
